Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_001524155.4	NA19240_prelim_3.0	Homo sapiens					NA19240	female		3088495238	Chromosome	2017-07-19	LKPB02	29140631	89467683
GCA_001542345.1	GIAB Ashkenazim Son HG002/NA24385/huAA53E0 PacBio Assembly with PBcR	Homo sapiens					NA24385	male		2987970536	Contig	2016-01-28	LRIL01	4525162	
GCA_001549595.1	GIAB Ashkenazim Mother HG004/NA24143/hu8E87A9 PacBio Assembly with PBcR	Homo sapiens					NA24143	female		2944674244	Contig	2016-02-16	LRUM01	1039719	
GCA_001549605.1	GIAB Ashkenazim Father HG003/NA24149/hu6E4515 PacBio Assembly with PBcR	Homo sapiens					NA24149	male		3031767566	Contig	2016-02-16	LRUL01	916048	
GCA_001595765.1	Mnat.v1	Miniopterus natalensis					MN2012-01	male		1803099001	Scaffold	2016-03-22	LDJU01	29777	4315193
GCA_001604975.1	Cebus_imitator-1.0	Cebus imitator					Cc_AM_T3	male		2717703182	Scaffold	2016-04-04	LVWQ01	41196	5274112
GCA_001624185.1	129S1_SvImJ_v1	Mus musculus		129S1/SvImJ				female		2732657393	Chromosome	2016-04-26	LVXH01	14243	134541008
GCA_001624215.1	A_J_v1	Mus musculus		A/J				female		2629979094	Chromosome	2016-04-26	LVXI01	19043	129072804
GCA_001624295.1	AKR_J_v1	Mus musculus		AKR/J				female		2712691254	Chromosome	2016-04-26	LVXJ01	23042	132982296
GCA_001624445.1	CAST_EiJ_v1	Mus musculus castaneus		CAST/EiJ				female		2653974351	Chromosome	2016-04-26	LVXN01	11642	133752109
GCA_001624475.1	CBA_J_v1	Mus musculus		CBA/J				female		2921711655	Chromosome	2016-04-26	LVXO01	13074	144777665
GCA_001624505.1	DBA_2J_v1	Mus musculus		DBA/2J				female		2606145858	Chromosome	2016-04-26	LVXP01	13123	128213663
GCA_001624535.1	FVB_NJ_v1	Mus musculus		FVB/NJ				female		2588602990	Chromosome	2016-04-26	LVXQ01	15797	127063089
GCA_001624675.1	NOD_ShiLtJ_v1	Mus musculus		NOD/ShiLtJ				female		2982046949	Chromosome	2016-04-26	LVXS01	9438	147352698
GCA_001624745.1	NZO_HlLtJ_v1	Mus musculus		NZO/HiLtJ				female		2699250994	Chromosome	2016-04-26	LVXT01	16509	132960827
GCA_001624775.1	PWK_PhJ_v1	Mus musculus musculus		PWK/PhJ				female		2559971091	Chromosome	2016-04-26	LVXU01	5105	128387505
GCA_001624835.1	WSB_EiJ_v1	Mus musculus domesticus		WSB/EiJ				female		2689641256	Chromosome	2016-04-26	LVXW01	11777	133184209
GCA_001624865.1	SPRET_EiJ_v1	Mus spretus		SPRET/EiJ				female		2625571169	Chromosome	2016-04-26	LVXV01	17887	131945496
GCA_001632525.1	BALB_cJ_v1	Mus musculus		BALB/cJ				female		2627327954	Chromosome	2016-05-09	LVXK01	16195	129642644
GCA_001632555.1	C57BL_6NJ_v1	Mus musculus		C57BL/6NJ				female		2806783987	Chromosome	2016-05-09	LVXM01	12707	139118349
GCA_001632575.1	C3H_HeJ_v1	Mus musculus		C3H/HeJ				female		2701115015	Chromosome	2016-05-09	LVXL01	14540	133067396
GCA_001632615.1	LP_J_v1	Mus musculus		LP/J				female		2730782202	Chromosome	2016-05-09	LVXR01	12608	135164694
GCA_001640815.1	ASM164081v1	Camelus dromedarius	Targui					male		2084536768	Contig	2016-05-09	LSZX01	31503	
GCA_001651235.1	ASM165123v1	Giraffa tippelskirchi					MA1	female		2705072464	Scaffold	2016-05-20	LVKQ01	47894	212164
GCA_001660835.1	ASM166083v1	Okapia johnstoni					WOAK	male		2878133036	Scaffold	2016-06-08	LVCL01	39571	111538
GCA_001675575.1	ASM167557v1	Neotoma lepida					417	male	Annotation submitted by University of Utah	2353855022	Scaffold	2016-06-23	LZPO01	9584	151693
GCA_001685075.1	ASM168507v1	Ellobius lutescens					ElloLutescens_01	male		2353188398	Scaffold	2016-07-14	LOEQ01	11648	242123
GCA_001685095.1	ETalpinus_0.1	Ellobius talpinus					ElloTalpinus_01	female		2265966243	Scaffold	2016-07-14	LOJH01	8259	15246
GCA_001685115.1	ASM168511v1	Ellobius lutescens					ElloLutescens_female_01	female		2191766689	Scaffold	2016-07-14	LOJG01	6461	13224
GCA_001685135.1	ManJav1.0	Manis javanica					MP_PG03-UM	female		2547379330	Scaffold	2016-07-14	JSZB01	38922	204728
GCA_001698545.2	ASM169854v2	Rhinopithecus bieti					Rb0	male		2975774845	Scaffold	2016-08-03	MCGX01	36437	2229159
GCA_001700135.1	Large_White_v1	Sus scrofa	LargeWhite					female		2457907103	Scaffold	2016-08-05	LUXX01	88831	2441555
GCA_001700155.1	Rongchang_pig_v1	Sus scrofa	Rongchang					female		2459027728	Scaffold	2016-08-05	LUXR01	79093	2325000
GCA_001700165.1	Hampshire_pig_v1	Sus scrofa	Hampshire					female		2437109612	Scaffold	2016-08-05	LUXS01	102417	1550023
GCA_001700195.1	Meishan_pig_v1	Sus scrofa	Meishan					female		2467495771	Scaffold	2016-08-05	LUXQ01	63263	1248180
GCA_001700215.1	Landrace_pig_v1	Sus scrofa	Landrace					female		2440981886	Scaffold	2016-08-05	LUXT01	88142	1407841
GCA_001700235.1	Bamei_pig_v1	Sus scrofa	Bamei					female		2460755741	Scaffold	2016-08-05	LUXV01	70893	1529027
GCA_001700255.1	Pietrain_pig_v1	Sus scrofa	Pietrain					female		2438316299	Scaffold	2016-08-05	LUXU01	80611	1663542
GCA_001700295.1	Jinhua_pig_v1	Sus scrofa	Jinhua					female		2453702738	Scaffold	2016-08-05	LUXY01	95227	1478908
GCA_001700575.1	Berkshire_pig_v1	Sus scrofa	Berkshire					female		2434706773	Scaffold	2016-08-05	LUXW01	94651	1655397
GCA_001704415.2	ARS1.2	Capra hircus	San Clemente					male		2922600443	Chromosome	2016-08-24	LWLT01	26244591	87277232
GCA_001707965.1	Psun0.5	Phodopus sungorus					SBHNorthAmerica	male		2003225912	Contig	2016-08-18	MCBN01	2392	
GCA_001708065.2	HX1_1.1	Homo sapiens					HX1	male		2934082568	Scaffold	2016-10-21	LYOV02	8325012	21979250
GCA_001712695.1	KOREF1.0	Homo sapiens					KOREF	male		2944055311	Chromosome	2016-09-20	LWKW01	47865	25272253
GCA_001750385.2	AK1_v2	Homo sapiens					AK1	male		2904207228	Scaffold	2016-10-13	LPVO02	18080262	44846623
GCA_001856745.1	ASM185674v1	Homo sapiens					Han-1	male		2908568123	Contig	2016-10-11	LZYJ01	8583694	
GCA_001857705.1	PanPar1.0	Panthera pardus					Maewha	female		2578002243	Scaffold	2016-11-16	LQGZ01	20993	21701857
GCA_001879175.2	AK1_MHC_Haplotigs_v1	Homo sapiens					AK1	male		3430549	Contig	2016-11-15	MNPK01	2776999	
GCA_001883655.1	LycPicKen1.0	Lycaon pictus					Kenya WGF20	female		2356699901	Chromosome	2016-12-01	LPRA01	2695	64190785
GCA_001887905.1	LycPicSAfr1.0	Lycaon pictus					South Africa Ananku	male		2358127109	Chromosome	2016-12-01	LPRB01	5555	63240551
GCA_001888835.1	ASM188883v1	Rhinolophus sinicus					Zhonghua_01	male		2073344508	Scaffold	2016-12-04	LVEH01	37803	3754400
GCA_001890085.1	ASM189008v1	Hipposideros armiger					ML-2016	female		2236564388	Scaffold	2016-12-06	JXIK01	39863	2328177
GCA_001922835.1	NIST Tur_tru v1	Tursiops truncatus					MMES2002162SC	female		2132499883	Scaffold	2016-12-28	MRVK01	44302	26555543
GCA_001984255.1	ASM198425v1	Macaca mulatta					17573	female		193609840	Contig	2017-02-03	MRVA01	748	
GCA_001984765.1	C.can genome v1.0	Castor canadensis					Ward	male		2518306565	Scaffold	2017-02-04	MTKA01	273954	317708
GCA_002007445.3	ASM200744v3	Ailuropoda melanoleuca					Jingjing	female		2440260518	Chromosome	2020-04-20	LNAT02	127687	129245720
GCA_002007465.1	ASM200746v1	Ailurus styani					RP43	male		2342939051	Scaffold	2017-02-28	LNAC01	99577	2983736
GCA_002008905.1	NA19240_Illumina_1.0	Homo sapiens					NA19240	female		3076446444	Scaffold	2017-03-06	MWMC01	535534	1465803
GCA_002009925.1	AK1_Haplotigs_v1	Homo sapiens					AK1	male		2626022101	Contig	2016-10-21	LYWJ01	2408968	
GCA_002022525.1	10x.supernova.msHG00512	Homo sapiens					HG00512	male		2856337775	Scaffold	2017-03-07	MSBJ01	110685	15376392
GCA_002022805.1	10x.supernova.msNA19238	Homo sapiens					NA19238	female		2856256547	Scaffold	2017-03-07	MSBN01	112062	18692027
GCA_002022825.1	10x.supernova.msHGP	Homo sapiens					10xHGP	male		2912726262	Scaffold	2017-03-07	MSBL01	117465	17120567
GCA_002022845.1	10x.supernova.msNA12878	Homo sapiens					NA12878	female		2851137957	Scaffold	2017-03-07	MSBM01	116488	16292797
GCA_002022865.1	10x.supernova.msHG00733	Homo sapiens					HG00733	female		2845973193	Scaffold	2017-03-07	MSBK01	120932	17665381
GCA_002022975.1	10x.supernova.msNA19240	Homo sapiens					NA19240	female		2849087881	Scaffold	2017-03-07	MSBO01	116461	16121017
GCA_002023025.1	10x.supernova.msNA24385	Homo sapiens					NA24385	male		2874593126	Scaffold	2017-03-07	MSBP01	103770	15068564
GCA_002077035.3	NA12878_prelim_3.0	Homo sapiens					NA12878	female		3088210890	Chromosome	2018-02-09	NBMU01	16821028	89003101
GCA_002087435.1	ASM208743v1	Canis lupus familiaris	Yorkshire terrier				Yoclon	male		143578	Scaffold	2017-04-07	LQAT01	3406	18559
GCA_002099425.1	phaCin_unsw_v4.1	Phascolarctos cinereus					Bilbo 61053	female		3192565135	Contig	2017-04-18	MSTS01	11587828	
GCA_002102435.1	Ovir.te_1.0	Odocoileus virginianus texanus					animal Pink-7	male		2380489210	Scaffold	2017-04-20	MLBE01	122019	850721
GCA_002166905.2	LipY764	Equus caballus	Lipizzan					male		6462487	Contig	2019-12-02	MPVR02	15552	
GCA_002180035.3	HG00514_prelim_3.0	Homo sapiens					HG00514	female		3094330096	Chromosome	2018-05-22	NIOH01	29396877	89384495
GCA_002189225.1	ASM218922v1	Eschrichtius robustus					ER-14-168	male		2849453582	Scaffold	2017-06-09	NIPP01	10066	187455
GCA_002197005.1	CerEla1.0	Cervus elaphus hippelaphus					Hungarian	male	Annotation submitted by National Agricultural Research and Innovation Centre	3438623608	Chromosome	2017-06-19	MKHE01	7944	107358006
GCA_002201575.2	ASM220157v2	Neomonachus schauinslandi						male		2419443398	Chromosome	2021-10-20	NINY02	181061	150810825
GCA_002201775.1	ALER1.0	Ammotragus lervia					NAZ	male		2650836958	Scaffold	2017-06-20	NIVO01	52017	1301762
GCA_002204375.1	MunDraft-v1.0	Meriones unguiculatus		243				male		2523107715	Scaffold	2017-06-21	NHTI01	46546	374687
GCA_002208065.1	HG00733_prelim_1.0	Homo sapiens					HG00733	female		2882001880	Contig	2017-06-26	NJRJ01	22162569	
GCA_002209525.2	HG01352_prelim_2.1	Homo sapiens					HG01352	female		2884526810	Contig	2018-07-02	NKHJ01	21644977	
GCA_002215935.2	ASM221593v2	Psammomys obesus					Psa_ob012049795	male		2365774835	Scaffold	2020-02-10	NESX02	76389	10472398
GCA_002263795.3	ARS-UCD1.3	Bos taurus	Hereford				L1 Dominette 01449 registration number 42190680	female		2711193493	Chromosome	2018-04-11	NKLS02	25896116	103308737
GCA_002288905.2	ASM228890v2	Enhydra lutris kenyoni					GAN:26980312	male		2455260235	Scaffold	2017-09-11	NSES01	244548	38751465
GCA_002288925.3	ASM228892v3	Delphinapterus leucas					GAN/ISIS: 26980492/103006	female		2362758273	Scaffold	2019-09-03	NQVZ02	196689	31183418
GCA_002335545.1	Aspe_assembly01	Apodemus speciosus					IB14-021			3494287372	Scaffold	2017-09-12	BDUI01	4003	49031
GCA_002406435.1	ASM240643v1	Spermophilus dauricus						female		3106271744	Scaffold	2017-09-28	AXRT01	34849	1761345
GCA_002443075.1	Milu1.0	Elaphurus davidianus	Woburn Abbey				Dafeng	male		2584693296	Scaffold	2017-10-04	JRFZ01	59950	2844142
GCA_002564285.1	Tym_barrerae_AO245_v1	Tympanoctomys barrerae					AO245	female		2651634209	Scaffold	2017-10-17	NDGN01	4179	4698
GCA_002564305.1	Oct_mimax_AO248_v1	Octomys mimax					AO248	male		2591288717	Scaffold	2017-10-17	NDGM01	4478	4874
GCA_002738545.1	EschrichtiusRobustus1.0	Eschrichtius robustus					AM-GW-M-EMB-4M-20130531	male	Laboratory of postgenomic studies, Engelhardt Institute of Molecular Biology, Russian Academy of Sciences Draft 1.0	2922979301	Scaffold	2017-10-31	NTJE01	2656	10674
GCA_002742125.1	Oar_rambouillet_v1.0	Ovis aries	Rambouillet	OAR_USU_Benz2616				female		2869897780	Chromosome	2017-11-02	PEKD01	2572683	107697089
GCA_002754865.1	ASM275486v1	Callithrix jacchus	NEPRC				CJ-08-46	female		2845375248	Scaffold	2017-11-06	NTIC01	155284	129239660
GCA_002776525.4	ASM277652v4	Piliocolobus tephrosceles					RC106	male		2997795033	Chromosome	2019-12-12	PDMG03	100204	131283114
GCA_002837175.2	ASM283717v2	Physeter catodon					SW-GA	female		2512132974	Chromosome	2019-03-08	PGGR02	42542	122182240
GCA_002844635.1	USMARCv1.0	Sus scrofa	Cross-bred				201423004	male		2755421422	Chromosome	2017-12-20	NPJO01	6372407	131458098
GCA_002844835.1	ASM284483v1	Dicerorhinus sumatrensis sumatrensis				Sumatra	Ipuh			2949847656	Scaffold	2017-12-19	PEKH01	89455	614498
GCA_002863925.1	EquCab3.0	Equus caballus	thoroughbred				Twilight	female		2506949475	Chromosome	2018-01-05	PJAA01	1502753	87230776
GCA_002872155.1	NA19434_prelim_1.0	Homo sapiens					NA19434	female		2864262081	Contig	2018-01-10	POCD01	21513396	
GCA_002880755.3	Clint_PTRv2	Pan troglodytes					Yerkes chimp pedigree #C0471 (Clint)	male	Annotation submitted by University of Washington	3024031013	Chromosome	2018-01-19	NBAG03	12421315	53103722
GCA_002880775.3	Susie_PABv2	Pongo abelii					Susie	female	Annotation submitted by University of Washington	3065035716	Chromosome	2018-01-19	NDHI03	11074009	98475126
GCA_002884475.1	YRI_HSA_v1	Homo sapiens					NA19240	female		2878063574	Contig	2018-01-16	NTIB01	6605884	
GCA_002884485.1	CHM13_HSA_v1	Homo sapiens					CHM13	female		2875999248	Contig	2018-01-16	NTIA01	29260714	
GCA_002901085.1	ASM290108v1	Solenodon paradoxus woodi					south	pooled male and female		2049415269	Scaffold	2018-01-26	NKTL01	89121	110915
GCA_002933975.1	ASM293397v1	Bos indicus	Gir					male		2740314006	Chromosome	2018-02-22	PRDE01	64498	104295553
GCA_002940915.3	ASM294091v3	Desmodus rotundus					DRU21DN04	male		2063523408	Scaffold	2018-02-23	PEHR01	80278	26869735
GCA_002966995.1	ASM296699v1	Ornithorhynchus anatinus					Pmale09	male		1990409179	Scaffold	2018-03-02	PTTO01	7578676	18718360
GCA_002968435.1	ASM296843v1	Bos mutus					yakQH1	female		2290107628	Chromosome	2018-03-05		23623	102953489
GCA_002993835.1	ASM299383v1	Bubalus bubalis	Egyptian buffalo				EGYBUF_1.0	female		3005952034	Scaffold	2018-03-09	LPUW01	14568	3579700
GCA_002995585.1	ASM299558v1	Hippopotamus amphibius					HIP001			2425746322	Scaffold	2018-03-13	NKPW01	34064	110752
GCA_003009895.1	ASM300989v1	Hyaena hyaena					Hyena2069	female		2374716107	Scaffold	2018-03-19	PEQU01	311202	2001327
GCA_003031525.2	Neophocaena_asiaeorientalis_V1.1	Neophocaena asiaeorientalis asiaeorientalis	wild					male		2284609912	Scaffold	2018-04-03	MKKW01	86003	6341296
GCA_003033725.1	ASM303372v1	Equus asinus asinus					Willy	male		2321044345	Scaffold	2018-04-04	PSZQ01	134070	15144613
GCA_003070785.1	HG02059_prelim_1.0	Homo sapiens					HG02059	female		2898275003	Contig	2018-04-24	QDDK01	25293151	
GCA_003071005.2	ASM307100v2	Phocoena phocoena				Baltic Sea		female		2391782435	Scaffold	2020-11-10	PKGA02	2838	28296388
GCA_003086635.1	HG03486_prelim_1.0	Homo sapiens					HG03486	female		2868126131	Contig	2018-05-02	QEMZ01	5301524	
GCA_003112815.1	ASM311281v1	Homo sapiens						female		2867533578	Scaffold	2018-05-10	PJOA01	122878	27979949
GCA_003112835.1	ASM311283v1	Homo sapiens						male		2864641133	Scaffold	2018-05-10	PJOB01	116184	28684752
GCA_003112855.1	ASM311285v1	Homo sapiens						male		2877640278	Scaffold	2018-05-10	PJOE01	118644	31369981
GCA_003112875.1	ASM311287v1	Homo sapiens						male		2908490085	Scaffold	2018-05-10	PJNZ01	119815	27330947
GCA_003112895.1	ASM311289v1	Homo sapiens						male		2914887401	Scaffold	2018-05-10	PJOF01	115574	25310407
GCA_003112915.1	ASM311291v1	Homo sapiens						female		2882360800	Scaffold	2018-05-10	PJNX01	123932	24847330
GCA_003112935.1	ASM311293v1	Homo sapiens						female		2885579716	Scaffold	2018-05-10	PJNY01	104318	26831333
GCA_003112955.1	ASM311295v1	Homo sapiens						female		2907651190	Scaffold	2018-05-10	PJOC01	118797	29130946
GCA_003112975.1	ASM311297v1	Homo sapiens						female		2865889243	Scaffold	2018-05-10	PJOD01	117667	35203719
GCA_003113115.1	ASM311311v1	Homo sapiens						female		2863324351	Scaffold	2018-05-10	PJOH01	126266	33019454
GCA_003113175.1	ASM311317v1	Homo sapiens						female		2892540104	Scaffold	2018-05-10	PJOG01	120753	31372601
GCA_003113215.1	ASM311321v1	Homo sapiens						female		2854964478	Scaffold	2018-05-10	PJOI01	119725	26204812
GCA_003113235.1	ASM311323v1	Homo sapiens						female		2935515687	Scaffold	2018-05-10	PJOJ01	122283	26774984
GCA_003118495.1	macFus_1.0	Macaca fuscata fuscata						male		2930706173	Contig	2018-04-04	BFBW01	94905	
GCA_003121395.1	UOA_WB_1	Bubalus bubalis	Mediterranean					female		2655764417	Chromosome	2018-05-14	PZYV01	22441509	117219835
GCA_003121645.1	O_ammon_KGZ_v1.0	Ovis ammon					KGZ	male		2643433589	Scaffold	2018-05-11	NIWH01	151569	72289505
GCA_003160815.1	VulVul2.2	Vulpes vulpes		TameXAggressive cross				male		2421551259	Scaffold	2018-05-25	NBDQ01	55450	12472085
GCA_003182575.1	ASM318257v1	Pseudois nayaur					QHXNZ	male		2584167189	Scaffold	2018-05-31	NIZD01	20979	21385
GCA_003182615.2	ASM318261v2	Capra sibirica					CNS	male		2733031394	Scaffold	2018-10-30	NIYN02	376582	15190720
GCA_003227395.1	ASM322739v1	Tursiops aduncus					CRI000098	female		2503928010	Scaffold	2018-06-14	NCQN01	206065	1235788
GCA_003254725.2	ASM325472v2	Canis lupus dingo					Sandy	female		2349862946	Chromosome	2020-09-11	QKWQ02	40716615	64250934
GCA_003255815.1	Tgel_1.0	Theropithecus gelada					Dixy	female		2889614139	Chromosome	2018-06-19	QGDE01	310061	130230028
GCA_003258685.1	Prosim_1.0	Prolemur simus		KIAN8.4				male		2411593676	Scaffold	2018-06-20	MPIZ01	47757	2710671
GCA_003265705.1	ASM326570v1	Callorhinus ursinus					GAN/ISIS: 27379988/994484	female		2706852204	Scaffold	2018-06-26	QLOG01	133024	31506801
GCA_003287225.2	phaCin_HiC	Phascolarctos cinereus					Bilbo 61053	female		3192623321	Scaffold	2022-12-12	POVN02	11399805	428240489
GCA_003314715.1	Tur_tru_Illumina_hap_v1	Tursiops truncatus					Sample_04329	female		2404363272	Scaffold	2018-07-11	QMGA01	30985	27166507
GCA_003327715.1	PumCon1.0	Puma concolor					SC36_Marlon	male		2432949531	Scaffold	2018-07-19	QAVW01	27187	100532876
GCA_003336285.1	MUSP714	Mus spicilegus		ZRU				male		2496083520	Scaffold	2018-07-23	QGOO01	30918	2198966
GCA_003339765.3	Mmul_10	Macaca mulatta					AG07107	female		2971314966	Chromosome	2019-02-13	QNVO02	46608966	82346004
GCA_003344425.1	ASM334442v1	Ursus americanus					MABB319796	male		2588393916	Scaffold	2018-07-27	LZNR01	27247	189900
GCA_003369685.2	UOA_Angus_1	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2580764822	Chromosome	2018-11-30	PUFT02	37061043	102763607
GCA_003369695.2	UOA_Brahman_1	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		2680953056	Chromosome	2018-11-30	PUFS02	26764281	104466507
GCA_003382745.1	ASM338274v1	Homo sapiens					GM19068	male		2843933130	Scaffold	2018-08-10	QEHS01	116176	15300299
GCA_003384065.1	ASM338406v1	Homo sapiens					NA19440	female		2854859375	Scaffold	2018-08-10	QEHT01	122880	18970295
GCA_003384745.1	ASM338474v1	Homo sapiens					NA19789	male		2896699483	Scaffold	2018-08-10	QEHU01	119815	18267615
GCA_003391435.1	ASM339143v1	Homo sapiens					GM21125	female		2872809714	Scaffold	2018-08-10	QEHV01	123936	16302557
GCA_003391465.1	ASM339146v1	Homo sapiens					GM19921	female		2848735413	Scaffold	2018-08-10	QEHW01	110117	20804662
GCA_003391495.1	ASM339149v1	Homo sapiens					HG00250	female		2914631534	Scaffold	2018-08-10	QEHX01	122265	16616176
GCA_003391525.1	ASM339152v1	Homo sapiens					HG00353	female		2844401687	Scaffold	2018-08-10	QEHY01	119725	16571416
GCA_003391555.1	ASM339155v1	Homo sapiens					HG00851	female		2842634353	Scaffold	2018-08-10	QEHZ01	126266	18263926
GCA_003391745.1	ASM339174v1	Homo sapiens					HG02623	male		2892505616	Scaffold	2018-08-10	QEIB01	115574	15199210
GCA_003391775.1	ASM339177v1	Homo sapiens					HG01971	female		2873346985	Scaffold	2018-08-10	QEIA01	120743	17849434
GCA_003391825.1	ASM339182v1	Homo sapiens					HG03115	male		2856243564	Scaffold	2018-08-10	QEIC01	118644	17348594
GCA_003391855.1	ASM339185v1	Homo sapiens					HG03838	female		2850574660	Scaffold	2018-08-13	QEID01	117667	23482810
GCA_003391885.1	ASM339188v1	Homo sapiens					NA18552	female		2888573850	Scaffold	2018-08-10	QEIE01	118812	15656360
GCA_003391915.1	ASM339191v1	Homo sapiens					GM20587	female		2867732278	Scaffold	2018-08-10	QEIF01	104318	16217989
GCA_003426925.1	ASM342692v1	Urocitellus parryii				Arctic tundra	AGS 11-09-20	male		2520505282	Scaffold	2018-08-24	QVIC01	91013	3964291
GCA_003435595.3	Tur_tru_Illumina_phased_v1	Tursiops truncatus					Sample_04329	female		2407801651	Scaffold	2018-11-02	QUXD02	27134	931081
GCA_003508835.1	Espe.v1	Eonycteris spelaea					SIG01	male		1966861576	Contig	2018-09-07	PUFA01	8002591	
GCA_003521335.2	S_chinensis_fine_genome_map	Sousa chinensis					MY-2018	female	Annotation submitted by Shantou university	2339085850	Scaffold	2019-02-01	QWLN02	182701	9008636
GCA_003574075.1	HG02818_prelim_1.0	Homo sapiens					HG02818	female		2875770361	Contig	2018-09-18	QYBF01	22499404	
GCA_003584765.2	ASM358476v2	Ursus arctos horribilis					GAN/ISIS:MIG12-29695490/34125	male		2328625186	Scaffold	2021-10-01	QXTK01	314844	36708181
GCA_003601015.1	HG03807_prelim_1.0	Homo sapiens					HG03807	female		2861938929	Contig	2018-09-27	RAIB01	8420670	
GCA_003610035.2	CAAPA Pan-Genome	Homo sapiens						pooled male and female		293418311	Scaffold	2018-09-27	PDBU01	2684	2684
GCA_003634875.1	HG00733_Phased_Diploid	Homo sapiens					HG00733	female		2893174212	Chromosome	2018-10-19	RBJD01	26292878	152514555
GCA_003668045.2	CriGri-PICRH-1.0	Cricetulus griseus		17A/GY				female		2366634374	Chromosome	2020-06-11	RAZU02	2711962	274391693
